system:index,Aspect,Class,Elevation,LULC,NDVI,Population,Rainfall,Slope,.geo
2_2367_0,73.39989,0,88,10,0.556991,6.0175033,17682.29122460661,3.2430239,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2368_0,-0.0,0,5747,70,-0.0073626214,0.00822631,9222.627390624431,44.63832,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2369_0,209.44919,0,6748,70,-0.06696583,0.008319328,14356.596885800362,20.394842,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2370_0,321.38763,0,2499,10,0.70576215,0.5271055,8035.893641614039,34.358566,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2371_0,14.267577,0,556,10,0.50334656,0.5563331,12842.94014187646,16.733585,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2372_0,276.73645,0,4355,30,0.28256512,0.017408926,14459.941483260132,15.429533,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2373_0,128.35632,0,1679,10,0.6132798,1.6178524,14533.716372773051,23.915596,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2374_0,65.23519,0,5341,70,-0.040138684,0.015344301,10833.7030849804,21.128544,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2375_0,279.94437,0,675,50,0.41070318,1.032631,13994.674336004056,5.3551435,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2376_0,102.82712,0,5960,70,0.031892274,0.010922726,5469.090463051825,23.628777,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2377_0,335.62634,0,2104,10,0.5910828,0.35671073,10113.755215361693,34.032127,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2378_0,278.25485,0,2707,10,0.80355436,0.31737,9271.41823209503,18.687601,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2379_0,219.17393,0,2566,10,0.80466473,0.20672573,12924.723982829833,31.197197,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2380_0,315.74744,0,4521,100,-0.037756644,0.013879281,10879.470062365757,16.372839,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2381_0,28.57216,0,3043,10,0.68275315,0.8715553,11913.05842531332,21.160625,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2382_0,102.400696,0,2468,30,0.25444388,0.39733467,8225.26255396969,31.09186,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2383_0,349.3202,0,2645,10,0.75051713,1.3416814,17265.550235695962,11.181917,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2384_0,239.236,0,235,60,0.22369216,1.8939996,21787.191318537567,7.2146873,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2385_0,253.5541,0,129,10,0.65519094,0.799703,15064.968903157394,3.2725172,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2386_0,297.6635,0,3891,10,0.3971051,0.0061645815,6773.793371575724,36.211487,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2387_0,151.66142,0,5264,60,0.01736913,0.009483739,5032.7258602124,17.36249,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2388_0,183.08377,0,672,10,0.5694864,1.4630702,16660.721156446263,34.249863,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2389_0,166.68065,0,2067,10,0.72030514,0.991785,16136.96269867914,17.54016,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2390_0,330.60526,0,3507,30,0.32616213,1.0828077,13586.846328777261,42.8917,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2391_0,284.37067,0,970,10,0.5803533,2.5035276,13944.102500452194,24.539326,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2392_0,253.51578,0,482,10,0.7259934,0.0,17821.68887683004,6.5092034,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2393_0,227.80687,0,1940,10,0.6637478,0.9264356,15147.860964709893,44.65961,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2394_0,101.57136,0,1577,10,0.77020603,0.38386038,20978.12098202668,35.99142,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2395_0,33.32905,0,5142,60,0.051930167,0.002558672,9031.035483534812,32.592865,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2396_0,112.118454,0,2824,10,0.72547245,0.036673557,6421.267508892495,57.84487,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2397_0,212.19086,0,710,10,0.565976,1.0281923,21900.547191452235,34.551876,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2398_0,165.84488,0,1947,10,0.7345751,1.238647,14108.708383008743,16.725735,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2399_0,48.316708,0,404,10,0.4253061,0.89139867,13827.684170848108,25.95872,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2400_0,74.22944,0,4002,60,0.18159115,0.039924756,10744.034202894487,28.19339,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2401_0,333.65417,0,1079,10,0.71744084,0.45083833,12244.834882364443,28.454216,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2402_0,-0.0,0,91,10,0.54898095,0.0,19520.885700974002,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2403_0,6.2408247,0,5356,70,-0.051483538,0.0039547603,7733.143827228312,49.92884,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2404_0,237.88899,0,1312,10,0.57786703,1.0687299,15449.237593780737,20.074276,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2405_0,98.48066,0,77,40,0.31930184,1.4258481,18372.956170443413,6.2640386,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2406_0,8.529386,0,5739,70,0.0033003301,0.0094953375,10880.791542441555,31.882225,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2407_0,211.53322,0,395,10,0.7910981,0.86242974,15251.63554547538,45.72351,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2408_0,-0.0,0,140,40,0.4669516,1.9131036,16879.34955503673,0.92740995,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2409_0,144.96967,0,2584,60,0.0892989,0.06611836,14168.66533818841,29.825628,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2410_0,14.337498,0,1133,10,0.7655355,0.88590497,15036.951095284661,36.32181,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2411_0,319.8833,0,137,10,0.605062,0.46403956,17788.407644096762,4.8397717,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2412_0,145.2519,0,964,10,0.5575607,1.0712552,17419.721098769456,37.5367,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2413_0,-0.0,0,93,40,0.35979643,4.995215,11932.227416498805,0.92740995,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2414_0,334.79443,0,2382,30,0.28496242,1.0181583,7490.498744126866,16.917227,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2415_0,91.85203,0,5506,60,3.03859E-4,0.0027413333,5697.693418528652,26.605577,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2416_0,171.50116,0,509,10,0.705879,0.3133425,18181.51262795335,26.152199,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2417_0,262.10043,0,2378,10,0.825554,0.10211375,13354.013840406842,19.460848,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2418_0,149.22441,0,2043,30,0.42748848,4.0755706,17369.681237299286,17.760105,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2419_0,11.198756,0,1692,10,0.6687272,0.41631424,17711.403310150432,33.42797,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2420_0,220.0447,0,3678,30,0.27703476,0.044981875,8270.522785794632,43.577744,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2421_0,241.5105,0,845,30,0.2942695,0.2519089,19259.555263321687,32.813877,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2422_0,279.00424,0,1649,10,0.7358009,0.30140126,18262.4032914564,27.346025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2423_0,344.24472,0,1997,10,0.7549789,8.823591,16591.678264983697,7.6635447,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2424_0,90.0,0,113,40,0.31839782,3.7285573,15790.945529804856,2.0751774,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2425_0,163.95047,0,655,10,0.676593,2.3140824,15289.69744322468,7.6746316,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2426_0,52.800472,0,3279,10,0.79565644,0.031400803,15687.997358042143,26.963299,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2427_0,72.78148,0,1944,10,0.8341166,3.83998,14158.636335317977,20.946707,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2428_0,80.12418,0,1142,60,0.045923416,0.7122973,7349.420094371585,10.6896,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2429_0,90.0,0,164,80,0.2079034,0.47980058,16688.904559846967,1.0563105,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2430_0,148.84471,0,603,10,0.41411877,3.2318583,19294.402255743742,15.840816,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2431_0,270.0,0,260,60,0.082787834,1.2566129,15164.920661991462,1.0412164,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2432_0,178.66362,0,2449,30,0.57147324,0.18330456,14410.212983015552,38.429066,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2433_0,18.683523,0,1611,10,0.7664488,0.40560606,17419.721098769456,34.35383,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2434_0,85.59896,0,5433,70,0.024779504,0.08114846,13055.71225215029,22.874971,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2435_0,131.57079,0,151,10,0.6665394,0.0,20563.979562600143,1.3975046,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2436_0,81.00669,0,5250,60,0.08558167,0.0056263227,6481.361369056394,11.701199,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2437_0,239.7026,0,3216,10,0.44861338,0.08789923,13511.870754897245,49.117645,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2438_0,106.327,0,358,10,0.75752896,0.0,16194.724609031808,6.5696216,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2439_0,214.67342,0,731,10,0.6503011,0.3562867,17703.45152585022,19.50928,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2440_0,18.841228,0,1658,10,0.80546004,0.9352978,19579.68351020076,21.474583,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2441_0,270.0,0,69,40,0.37413147,4.57684,10946.545802303546,1.0376108,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2442_0,219.3848,0,339,10,0.71257484,0.62037945,19391.0862191396,12.973745,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2443_0,-0.0,0,178,60,0.21435845,6.5618377,17017.77499915043,1.8543341,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2444_0,131.54019,0,162,40,0.50145525,7.031006,19880.747937060893,1.3983464,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2445_0,87.48033,0,2287,10,0.8452459,1.0999846,13186.145718234417,20.214664,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2446_0,251.7594,0,3186,30,0.26457006,0.0988947,10090.132680336887,17.23916,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2447_0,71.191376,0,398,10,0.6292857,0.3069068,21967.031265810132,14.092562,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2448_0,297.10715,0,4348,100,-0.010245998,0.022673046,8207.588441746659,26.444302,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2449_0,114.23124,0,5107,70,-0.037821267,0.0031542466,8146.955224007629,27.146263,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2450_0,237.86894,0,4111,30,0.3017326,0.011563823,9615.608128098549,34.99335,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2451_0,180.0,0,528,40,0.39770582,0.989358,15410.614347923547,0.92740995,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2452_0,120.211876,0,3570,10,0.75855327,0.08741048,9638.639958962885,10.924784,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2453_0,317.68262,0,3612,30,0.2533087,0.12469049,10880.392660336656,6.246818,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2454_0,296.41956,0,1338,10,0.78949213,0.25422168,19483.05288051814,38.6738,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2455_0,97.09728,0,3656,10,0.55644757,0.09055552,11439.470992151644,38.17104,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2456_0,131.44011,0,181,10,0.722598,0.8759865,14342.508510767599,1.4011099,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2457_0,170.71573,0,5172,60,-0.054183614,0.0058492892,8295.102394354057,12.933011,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2458_0,131.0526,0,4796,30,0.14963777,0.02699204,6977.048959359527,8.412465,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2459_0,234.54767,0,1752,10,0.76907843,0.501104,18480.12069863826,30.373856,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2460_0,145.29942,0,2042,10,0.5851442,0.97932714,16217.241887062788,35.33032,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2461_0,195.25938,0,3163,10,0.7982572,0.2206362,14312.019659300428,37.662743,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2462_0,217.03728,0,2949,10,0.5577093,0.3052658,17745.817987976596,31.315367,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2463_0,357.30295,0,656,10,0.5355109,0.6260968,16511.796505830396,21.252916,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2464_0,131.74774,0,97,40,0.48103473,1.48473,14420.627691038091,1.3926636,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2465_0,260.12128,0,1833,10,0.5309053,0.63536614,14402.28408570767,15.804903,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2466_0,125.20294,0,824,10,0.4298793,1.1458716,12380.461671303026,32.85659,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2467_0,240.87047,0,5149,70,-0.04209015,0.007905876,14948.053883858956,21.754612,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2468_0,90.0,0,107,40,0.36853567,2.6301227,15891.32906265743,1.0402913,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2469_0,270.0,0,130,10,0.62216073,0.46952564,16707.539872219786,3.1224697,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2470_0,352.18332,0,734,10,0.725072,0.2001424,13050.430894771009,22.219517,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2471_0,322.9338,0,1085,10,0.53055555,0.36650273,15196.657581849911,43.636032,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2472_0,182.54283,0,4420,60,0.058651384,0.019299572,12672.456638585776,39.56999,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2473_0,22.334143,0,1941,30,0.40454015,0.690425,14178.046730316593,10.896521,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2474_0,30.051489,0,5749,70,-0.018960604,0.0063193766,6517.757961221327,2.1420627,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2475_0,172.83838,0,1868,30,0.51941997,1.1097594,16731.477821848355,23.7738,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2476_0,206.77591,0,5186,60,-0.07630198,9.5324765E-4,6379.951016824096,24.384747,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2477_0,213.7374,0,4991,60,0.05842252,0.025153939,11327.596656288391,45.893852,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2478_0,178.32806,0,6260,70,-0.0514515,0.016756106,17211.771822970913,32.276176,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2479_0,-0.0,0,107,40,0.3174414,1.229532,15178.569564710022,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2480_0,247.4602,0,4610,100,-0.008051906,0.008715354,12465.630835018155,24.916224,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2481_0,204.17995,0,817,10,0.31440443,0.77021056,12513.320481546572,14.904809,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2482_0,142.19736,0,1838,40,0.6342538,1.1032686,16465.454740408808,18.149197,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2483_0,41.43858,0,4224,30,-0.028434396,0.059053745,10616.442227930667,15.680131,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2484_0,59.914413,0,1551,10,0.57842374,1.9561042,13751.212374976021,7.3600354,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2485_0,238.87543,0,5165,70,-0.0443125,0.014699774,15713.728491637448,19.008158,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2486_0,353.91632,0,1399,10,0.18210247,1.4237885,14548.54294222698,41.318394,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2487_0,160.28877,0,1743,10,0.58671737,0.20290312,13732.43323993514,28.821829,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2488_0,280.02045,0,509,10,0.5280475,0.23411229,15756.672884008382,10.540301,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2489_0,332.01837,0,2462,10,0.6708993,0.26227796,18126.501867615705,39.518528,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2490_0,214.57239,0,4795,100,0.15462525,5.674857E-4,7532.637019774707,41.498367,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2491_0,213.11807,0,2296,10,0.73270893,3.1493669,13930.099187971442,36.295387,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2492_0,330.38165,0,148,40,0.4555456,3.2990487,16973.361631355714,4.259714,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2493_0,99.71858,0,946,10,0.6136929,1.5332297,20057.337972708046,29.914564,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2494_0,59.073845,0,4909,70,-0.051471815,0.019452894,10836.68883710046,22.267715,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2495_0,-0.0,0,149,40,0.27259734,0.74728763,15173.509897204254,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2496_0,130.44347,0,658,30,0.39050937,2.0501127,13649.847817589995,30.917498,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2497_0,144.14131,0,1013,10,0.6194055,0.73799336,15651.23387938675,43.19056,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2498_0,168.86725,0,3005,10,0.5917065,0.58051366,6644.766195703785,30.003767,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2499_0,161.43726,0,2307,30,0.24125452,0.47419062,6765.773761277969,39.33993,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2500_0,189.16087,0,3770,30,0.2845912,0.020961352,15884.725839267485,29.851162,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2501_0,120.38478,0,1998,30,0.2904117,1.2654743,12008.562613685794,46.563774,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2502_0,6.9433274,0,2155,10,0.816851,0.13770376,13327.313377784565,37.468224,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2503_0,270.96356,0,5196,100,-0.0367783,0.01650208,14286.886649533873,43.90848,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2504_0,316.60556,0,1186,10,0.71507937,0.14196397,14817.14624292648,29.115095,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2505_0,35.288826,0,2921,30,0.43549028,0.039749328,15884.725839267485,49.481407,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2506_0,90.0,0,291,10,0.7324547,0.0,18601.474608780816,3.1298876,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2507_0,253.67633,0,147,40,0.3216,1.3169502,16632.920020147496,3.296297,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2508_0,306.54034,0,607,30,0.2553398,1.3994727,15380.164999283268,7.7415,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2509_0,264.9434,0,4326,30,0.27489176,0.055150077,13997.719377625035,42.56131,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2510_0,122.80648,0,3861,100,0.24678506,0.029427145,15163.169375087135,29.58245,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2511_0,244.95203,0,5746,70,-0.08180959,0.005153046,13013.641426521353,44.830685,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2512_0,279.2589,0,1317,10,0.56395507,0.102610186,21974.763049538946,26.704727,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2513_0,239.24796,0,734,40,0.3484381,0.8187184,20040.586400511922,3.6229668,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2514_0,223.13171,0,1858,10,0.78615135,3.0596495,15655.07163388456,54.412712,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2515_0,231.03947,0,2342,10,0.770041,0.6268652,13988.527207659048,17.167717,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2516_0,311.3432,0,144,40,0.4069631,2.0889788,16629.654238807794,1.4038001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2517_0,66.05717,0,977,30,0.29303443,1.8100572,14274.497135855723,23.690622,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2518_0,263.4369,0,1215,10,0.6054654,1.5066178,18368.596187127754,23.019882,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2519_0,63.102592,0,1042,10,0.7096179,0.2642426,17953.14058527071,23.238163,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2520_0,111.01626,0,1509,30,0.5410947,2.0706427,13927.435669982806,24.293198,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2521_0,350.63885,0,5250,60,-0.046819597,0.0020319838,8003.371808555132,12.935763,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2522_0,270.0,0,1801,10,0.6162237,0.24692455,7007.373626766677,7.4367127,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2523_0,230.74591,0,4866,30,0.17455621,0.018141856,6842.892611818854,20.993887,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2524_0,253.46013,0,96,40,0.36180976,5.9186115,15585.736785985064,3.2544787,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2525_0,113.78665,0,880,40,0.28795812,0.39891633,18980.752255875705,6.8656635,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2526_0,163.10413,0,1852,10,0.71801305,0.53066874,15048.572751282016,23.743216,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2527_0,167.23119,0,2405,10,0.81590796,2.06241,16517.42796740681,22.53631,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2528_0,201.69693,0,1207,30,0.51900274,0.30235386,12842.319991347613,38.70924,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2529_0,162.98825,0,1047,10,0.6098577,0.3597754,19796.08853524426,39.096172,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2530_0,188.89905,0,1535,10,0.7361792,6.8670983,14929.98172515491,30.534664,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2531_0,121.84019,0,4370,100,0.09907407,0.0037358068,6125.542414488271,24.715225,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2532_0,183.11646,0,1093,10,0.6698352,1.0693245,12522.37611562138,18.80097,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2533_0,172.29198,0,2156,30,0.20649281,0.33490634,5847.260824395326,15.520042,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2534_0,48.188084,0,80,40,0.43832383,0.42891365,18267.157425963705,1.3909197,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2535_0,198.30612,0,5472,60,-0.0033182504,0.0040535578,6571.984644035696,13.425795,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2536_0,255.46909,0,1737,30,0.3581425,0.88363874,16610.9077603311,17.87923,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2537_0,197.46025,0,1036,10,0.5325232,1.3413109,13889.25062663015,22.98865,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2538_0,15.336999,0,2982,10,0.66803616,0.21707721,12910.336652853875,28.983095,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2539_0,48.318256,0,135,40,0.33451626,1.6579357,15793.013173788786,1.3944638,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2540_0,117.43414,0,4495,30,0.2571138,0.012785896,16142.17502812855,30.849762,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2541_0,228.49977,0,5146,70,0.016355678,0.007909196,14048.69048641622,2.797228,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2542_0,216.80278,0,1428,10,0.77242947,1.452502,15952.878465178132,31.237186,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2543_0,150.36717,0,561,40,0.32804972,1.416176,13490.876068192825,8.474053,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2544_0,224.8048,0,5600,70,-0.031876776,0.0034945214,12161.478152299867,20.054401,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2545_0,122.80079,0,4061,60,0.21222708,0.013111615,13095.39104980044,56.72825,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2546_0,231.83241,0,1063,30,0.42545274,1.6536846,17380.806957663735,22.739801,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2547_0,167.20816,0,262,10,0.7582228,0.5702907,14693.306400820555,4.7446065,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2548_0,170.21806,0,1122,30,0.19091892,0.5557449,14279.864084295263,54.706425,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2549_0,77.592316,0,5088,70,-0.06086096,0.01604397,11179.201116016367,16.770452,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2550_0,189.94037,0,4141,100,0.15791778,0.009653576,5463.9860434758775,28.472662,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2551_0,250.34157,0,159,10,0.575768,0.28550404,18120.690122716333,5.497088,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2552_0,121.46138,0,513,10,0.68435377,0.64079225,15723.60132403113,18.838177,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2553_0,125.519394,0,4816,70,-0.041517638,0.013509047,18934.35717734965,35.920948,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2554_0,118.09963,0,2268,10,0.56733525,0.4794343,13680.623206201562,43.899887,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2555_0,241.48796,0,1887,10,0.69494885,4.87767,17779.061410411174,44.52205,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2556_0,232.94327,0,1945,10,0.7897858,0.87508637,12686.45716973513,19.250149,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2557_0,301.59586,0,1026,10,0.7876561,1.0893903,17033.152774714865,26.305704,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2558_0,157.36957,0,3337,10,0.61408085,0.79684615,6819.1465156170925,32.26715,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2559_0,343.33026,0,399,10,0.52265936,0.9540631,15617.736213001655,14.223147,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2560_0,192.31529,0,2666,30,0.30544853,0.63922894,7542.846419663446,19.185339,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2561_0,161.60147,0,4878,30,0.24142909,0.001066123,12807.768262542784,30.115154,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2562_0,-0.0,0,93,50,0.5061641,6.647686,17214.40621120017,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2563_0,245.10913,0,2544,10,0.8239178,0.20223412,15746.820837901265,36.15758,"{""type"":""MultiPoint"",""coordinates"":[]}"
